Name,Barangay,Category,Subcategory
KING GLOBAL SANITARY PRODUCTS INC.,Banaybanay,Manufacturing and Production,Specialty Manufacturing
"FILL N` GO, OPC",Sala,Automotive Services,Fuel Services
DYNAMIQ CIRQUE GENERAL SERVICES INC.,Banaybanay,Professional Services,Contracting and Manpower Services
MIZATA CORPORATION,Poblacion Tres,Manufacturing and Production,Metal Fabrication
BONUS SHOPPING MART INC.,Poblacion Tres,Retail Stores,General Merchandise
SMC REPAIRS AND MAINTENANCE INC.,Pittland,Professional Services,Repair and Maintenance Services
COFFEE ENTHUSIASTS CONSUMER GOODS RETAILING,San Isidro,Retail Stores,General Merchandise
OUTSOURCE1 CORPORATION,San Isidro,Transportation and Logistics,Logistics Services
5 AXIS INTERNATIONAL CORPORATION,Pulo,Professional Services,Water Treatment and Testing Services
PHILIPPINE NATIONAL BANK,Sala,Finance and Insurance,Banks
"J. ALCABASA ENTERPRISES & GENERAL SERVICES, INC.",Sala,Professional Services,Contracting and Manpower Services
ELIZABETH DELA CRUZ ARAGON MEAT STORE,Pulo,Retail Stores,Food and Beverage
A.E. ALZOLA CONSTRUCTION,Pulo,Construction and Real Estate,Realty Broker
JLEX BUILDERS CONSTRUCTION,Pulo,Retail Stores,Hardware and Construction Supplies
"ALIW ALEXIS FARMS, INC.- BRANCH II",Niugan,Manufacturing and Production,Agricultural Products
ALCASABAS POULTRY FARM,Niugan,Manufacturing and Production,Agricultural Products
DON-AL ENTERPRISES CO.,Banlic,Retail Stores,Specialty Stores
CHRISTIAN LEY CONSTRUCTION,Poblacion Uno,Construction and Real Estate,Contractor
PETER ANTHONY MEMORIAL GARDEN,Pulo,Construction and Real Estate,Memorial Park
ASA PHILIPPINES FOUNDATION INC. (A MICROFINANCE NGO),Poblacion Dos,Finance and Insurance,Financing Institutions
ASIA CONSUMER VALUE TRADING INC.,Poblacion Uno,Retail Stores,General Merchandise
SOUTHERN SKY CONSTRUCTION SUPPLY,Banlic,Retail Stores,Hardware and Construction Supplies
EATLINK CONVENIENCE STORE ( 7 - ELEVEN ),Pulo,Retail Stores,Convenience Stores
ARKSUN CONSTRUCTION SUPPLY,Sala,Retail Stores,Hardware and Construction Supplies
ACT CENTERLINE ELECTRICAL & MECHANICAL CORPORATION,Niugan,Construction and Real Estate,Contractor
"ABENSON VENTURES, INC. (FURNITURES)",Banlic,Retail Stores,Furniture and Home Decor
JJJM SUN ENTERPRISES,Banaybanay,Transportation and Logistics,Trucking / Transport Services
ALL PACK INC.,Pulo,Wholesale and Distribution,Service Contractor
MARDIEL TRADING,Gulod,Retail Stores,General Merchandise
"ALLIED MACHINERIES INTERNATIONAL SHIPPERS, INC.",Banlic,Transportation and Logistics,Trucking / Transport Services
"ALFAMETRO MARKETING, INC.",Sala,Retail Stores,Convenience Stores
"ALFAMETRO MARKETING, INC.",Mamatid,Retail Stores,Convenience Stores
"ALFAMETRO MARKETING, INC.",Butong,Retail Stores,Convenience Stores
"ALFAMETRO MARKETING, INC.",Baclaran,Retail Stores,Convenience Stores
QSL GROCERY,Poblacion Uno,Retail Stores,Grocery and Supermarkets
"ALFAMETRO MARKETING, INC.",Bigaa,Retail Stores,Convenience Stores
JOHNICA EASY MART ( 7 -  ELEVEN ),Banaybanay,Retail Stores,Convenience Stores
"ALFAMETRO MARKETING, INC.",Marinig,Retail Stores,Convenience Stores
"ALFAMETRO MARKETING, INC.",Bigaa,Retail Stores,Convenience Stores
"ALFAMETRO MARKETING, INC.",Marinig,Retail Stores,Convenience Stores
"ALFAMETRO MARKETING, INC.",Banaybanay,Retail Stores,Convenience Stores
DN ANGELES CONSTRUCTION,Pulo,Construction and Real Estate,Service Contractor
A AND F TRIPOINT BUILDERS CORP.,Pulo,Construction and Real Estate,Service Contractor
"ZETTAFARMS, INC.",Pulo,Manufacturing and Production,Agricultural Products
BANK OF THE PHILIPPINE ISLAND (NIUGAN BRANCH),Niugan,Finance and Insurance,Banks
BANK OF THE PHILIPPINE ISLANDS (LISP- I BRANCH),Diezmo,Finance and Insurance,Banks
ROBIEN ANN ENTERPRISES,Banaybanay,Professional Services,Contracting and Manpower Services
BCA CONSTRUCTION SUPPLY,Bigaa,Retail Stores,Hardware and Construction Supplies
BCA CONSTRUCTION SUPPLY,Sala,Construction and Real Estate,Contractor
KRIZALEN TRUCKING SERVICES,San Isidro,Transportation and Logistics,Trucking / Transport Services
THE ALPHA ENTERPRISE,Banaybanay,Retail Stores,General Merchandise
RC BELLA WASTE MANAGEMENT & DISPOSAL SERVICES,Niugan,Professional Services,Contracting and Manpower Services
DOBAN CONSTRUCTION ENTERPRISES,San Isidro,Construction and Real Estate,Realty Broker
BERNABE CONSTRUCTION & INDUSTRIAL CORPORATION ( OF ASIA ),Diezmo,Construction and Real Estate,General Contractor
FMB WOOD TRADING,Pulo,Manufacturing and Production,Non-Essential Manufacturer
ZHEN SHERWIN FUNERAL HOMES,Mamatid,Personal and Household Services,Funeral Services
MARCO LORENZO HARDWARE & CONSTRUCTION SUPPLY,Mamatid,Retail Stores,Hardware and Construction Supplies
RLDB TRADING,Sala,Transportation and Logistics,Hauling Services
BEDEK FOODS CORP. (MANG INASAL),Banlic,Food Services,Fast Food
"BARDSTOWN, INC. (KFC)",Pulo,Food Services,Fast Food
BIG8 MARKETING INC.,Pulo,Wholesale and Distribution,Non Essential
DRB ENTERPRISES,San Isidro,Professional Services,Contracting and Manpower Services
BORLAND DEVELOPMENT CORPORATION,Sala,Construction and Real Estate,Realty
BLUES BROTHERS INC.,Poblacion Tres,Retail Stores,Clothing and Apparel
R AND C CANTALEJO MEAT SHOP,Niugan,Retail Stores,Food and Beverage
"PRIME VETERINARY PHILS., INC.",San Isidro,Wholesale and Distribution,Agricultural Products
"CANLUBANG GOLF & COUNTRY CLUB, INC. (RESTAURANT)",Casile,Food Services,Restaurant
COMMERCIAL HEARTLAND INC.,Diezmo,Transportation and Logistics,Warehouse and Storage Services
ROWENA ENTERPRISES,Banaybanay,Professional Services,Contracting and Manpower Services
CEBUANA LHUILLIER PAWNSHOP - MAMATID BRANCH,Banlic,Finance and Insurance,Pawnshop & Financial Services
CABUYAO LEISURE AND SPORTS CLUB CORP.,Pulo,Food Services,Canteen
CEBUANA LHUILLIER PAWNSHOP-CABUYAO 2 BRANCH,Poblacion Tres,Finance and Insurance,Pawnshop & Financial Services
CBT REALTY & DEVELOPMENT CORP.,Diezmo,Construction and Real Estate,Lessor (Excluding Subd. Operators/Lessors)
CRUTECH & TOOLING PRECISION,Sala,Manufacturing and Production,Metal Fabrication
SHEMARS ENTERPRISES,Pulo,Manufacturing and Production,Fabrication Services
TRI-MAGIC GENERAL MERCHANDISE,Baclaran,Retail Stores,General Merchandise
CENTRAL PARK HOUSE OF CHICKEN CORPORATION (ANDOK`S),Banlic,Retail Stores,Food and Beverage
CHARUS CREDIT SERVICES INC.,Banaybanay,Finance and Insurance,Lending Investor
JLM CANTEEN,Pulo,Food Services,Canteen
ECO-TERM PEST CONTROL SERVICE,Casile,Personal and Household Services,Pest Control
"CENTER FOR AGRICULTURE AND RURAL DEVELOPMENT (CARD), INC.(A MICROFINANCE NGO)",Banlic,Finance and Insurance,Financing Institutions
EMJGC DISEÑO AND KONSTRUKT,Banaybanay,Construction and Real Estate,Contractor
COIR NUTRI8 AGRIVENTURES CORP.,Mamatid,Retail Stores,General Merchandise
CJJ HEALTHY OPTIONS CORPORATION,Diezmo,Food Services,Canteen
CBT REALTY & DEVELOPMENT CORPORATION,Diezmo,Construction and Real Estate,Lessor (Commercial Space)
CENTENNIAL_LEASING INC.,Pulo,Construction and Real Estate,Lessor (Commercial Space)
FLA-BELL TRUCKING SERVICES,Gulod,Transportation and Logistics,Trucking / Transport Services
GEMYL TRADING,Mamatid,Wholesale and Distribution,Junk Shops
JAVEN MOVING SERVICES,Pulo,Transportation and Logistics,Forwarder
BROOKSBROTHER HEAVY LIFT AND TRANSPORT SERVICES INC.,Pulo,Transportation and Logistics,Trucking / Transport Services
A AND AIMEE LABORATORIES,Banaybanay,Manufacturing and Production,Non-Essential Manufacturer
4 PILLARS ENTERPRISE,Pulo,Transportation and Logistics,Trucking / Transport Services
DYNAV CONSTRUCTION CORPORATION,Poblacion Uno,Construction and Real Estate,Service Contractor
DESMARK CORPORATION,Banlic,Automotive Services,Motorcycle Dealer
MDELATORRE ENGINEERING SERVICES AND SUPPLY,Banaybanay,Retail Stores,Hardware and Construction Supplies
RG DAGASDAS ELECTRICAL CONSTRUCTION SERVICES,Gulod,Construction and Real Estate,Service Contractor
EL SOL REALTY & DEVELOPMENT CORPORATION (SHOPPING CENTER),Poblacion Dos,Construction and Real Estate,Lessor (Commercial Space)
EPC & I CORPORATION,Diezmo,Construction and Real Estate,General Contractor
JME WELDING AND GRINDING SHOP,Pulo,Automotive Services,Body and Welding Shops
ECOSTRONG BUILDERS CORPORATION,Banaybanay,Wholesale and Distribution,Trading
ETERNALAND CORPORATION,Poblacion Uno,Construction and Real Estate,Memorial Park
ECO FORTUNES GROUP INC.,San Isidro,Wholesale and Distribution,Recycle Materials
"EXPRESSIONS STATIONERY SHOP, INC.",Banlic,Retail Stores,General Merchandise
EVER LAST MARKETING AND TRADING CORP.,Pulo,Wholesale and Distribution,Recycle Materials
ESCUADRO ENTERPRISES,Pittland,Transportation and Logistics,Trucking / Transport Services
ENTECH INDUSTRIAL SUPPLY & SERVICES CORPORATION,Pulo,Manufacturing and Production,Fabrication Services
FSA-TECHNOLOGY INC.,Banaybanay,Retail Stores,General Merchandise
"FELOLI REALTY, INC.",Poblacion Uno,Construction and Real Estate,Lessor (Residential)
FIRST PHILIPPINE HOLDINGS  CORP.,Diezmo,Construction and Real Estate,Lessor (Commercial Space)
FULLY ADVANCED MANPOWER SOLUTIONS INC.,Banaybanay,Professional Services,Contracting and Manpower Services
ALLDAY CONVENIENCE STORE,San Isidro,Retail Stores,Convenience Stores
NCF ENGINEERING SERVICES,Pulo,Construction and Real Estate,General Contractor
"FOCUSED TEST PHILIPPINES, INC.",Diezmo,Construction and Real Estate,General Engineering Contractor
FAMILYHEALTH & BEAUTY CORP.,Banlic,Retail Stores,General Merchandise
THE GENERICS PHARMACY,Banaybanay,Healthcare Services,Pharmacies
FTPONTILLO BUILDERS AND ENGINEERING SERVICES,San Isidro,Construction and Real Estate,Service Contractor
FAST SERVICES CORP.,Diezmo,Transportation and Logistics,Warehouse and Storage Services
"GOLDILOCKS BAKESHOP, INC.",Banlic,Retail Stores,Food and Beverage
"GREEN BOYS GROUP, INC.",Banlic,Transportation and Logistics,Hauling Services
GLEENT INCORPORATED,Sala,IT and Digital Services,Computer Services / IT Services
GOLDEN PEAK FOOD CORPORATION,Banlic,Food Services,Restaurant
MELISTAR HARDWARE,Pulo,Retail Stores,Hardware and Construction Supplies
GOLDENLION CONSTRUCTION SUPPLY CORP.,Niugan,Retail Stores,Hardware and Construction Supplies
"GOLDILOCKS BAKESHOP, INC.",Pulo,Retail Stores,Food and Beverage
EXLY ENTERPRISE,Pulo,Retail Stores,Hardware and Construction Supplies
(DUNKIN` DONUTS) GOLDEN PEAK FOOD CORPORATION,Banlic,Food Services,Restaurant
GOLDEN FIELD MOTORWORKS CORPORATION,Banaybanay,Automotive Services,Auto Repair Services
HBF REALTY CORPORATION,Diezmo,Construction and Real Estate,Lessor (Excluding Subd. Operators/Lessors)
"SEAPOWERS  TRADING, INDUSTRIAL SERVICES AND CONSTRUCTION",Mamatid,Construction and Real Estate,Construction Services
"ADTEK WOOD INDUSTRY, INC.",Banlic,Manufacturing and Production,Non-Essential Manufacturer
(RED RIBBON BAKESHOP INC. )HANDSEL PINOY FOOD ENTERPRISES INC.,Banlic,Retail Stores,Food and Beverage
(RED RIBBON BAKESHOP INC.) HANDSEL PINOY FOOD ENTERPRISES INC.,Banlic,Retail Stores,Food and Beverage
HEAT EXCHANGER FABRICATOR INC.,Pulo,Professional Services,Contracting and Manpower Services
HERSTAL ADVANCED SECURITY AGENCY INC.,Pulo,Professional Services,Security Agency
"HAVI LOGISTICS PHILIPPINES, INC.",Pittland,Transportation and Logistics,Warehouse and Storage Services
"INFANT JESUS MONTESSORI CENTER, INC. (MAIN)",Banlic,Educational Services,Learning Center
"INTAS PACKAGING, INC.",Pulo,Transportation and Logistics,Warehouse and Storage Services
"INFINI MART, INC.",Pulo,Retail Stores,General Merchandise
INVENTORY EXCELLENCE LOGISTICS SERVICES INC.,Pulo,Transportation and Logistics,Warehouse and Storage Services
JO JACJON REALTY & DEV`T. CORP.  SUBD. (DEVELOPER),Niugan,Construction and Real Estate,Realty
JOYCE & DIANA WORLDWIDE INC.,Banaybanay,Manufacturing and Production,Garment Manufacturer
TRIPLE JOHN JETURIAN JUNIOR INC.,Banaybanay,Wholesale and Distribution,Trading
JBROTHER MARKETING,Banaybanay,Retail Stores,General Merchandise
"JPT PRO-EARTH SERVICES, INC.",Banlic,Transportation and Logistics,Warehouse and Storage Services
J&J MIDTRANS CORP.,Banlic,Transportation and Logistics,Hauling Services
"JJLC LOGISTICS, PHILS. CORP.",Pulo,Transportation and Logistics,Trucking / Transport Services
JOHNTRIX TECHNICAL SERVICES INC.,Pulo,Professional Services,Contracting and Manpower Services
"JIMI TUBING SPECIALIST, INC.",Pulo,Professional Services,Contracting and Manpower Services
JEMTROIL GENERAL SERVICES INC.,Pulo,Transportation and Logistics,Service Contractor
"KPI WAREHOUSE HOLDINGS, INC.",Pulo,Transportation and Logistics,Warehouse and Storage Services
KAMPANANG GINTO PRINTING PRESS & COPY CENTER,Sala,Creative and Media Services,Printing Services
KUDA ECO FRIENDLY CORPORATION,Banlic,Retail Stores,Vehicle and Parts Supplies
TUDING`S & GENER PORKCHOP ATBP.,Sala,Food Services,Restaurant
CAZL-L CONVENIENCE STORE,Banaybanay,Retail Stores,Convenience Stores
"LBC EXPRESS, INC. (TRES)",Poblacion Tres,Transportation and Logistics,Common Courier
CABUYAO MANPOWER SERVICES,Poblacion Uno,Professional Services,Contracting and Manpower Services
LAGUNA PACKAGING EQUIPMENT CORP.,Pulo,Manufacturing and Production,Contractor and Service Manufacturing
FAST CURING CONSTRUCTION AND SUPPLY,Bigaa,Construction and Real Estate,Construction Services
"LANCASHIRE REALTY HOLDINGS, INC.",Pittland,Construction and Real Estate,Realty
GNBTL TRUCKING AND HAULING SERVICES,Banaybanay,Transportation and Logistics,Hauling Services
LOTUS ROYALLE TRANSPORT CORP.,Banlic,Transportation and Logistics,Shuttle Services / Transport Services
IDEAL VISION CENTER,Banlic,Retail Stores,General Merchandise
AMLL REAL ESTATE LESSOR,Pulo,Construction and Real Estate,Lessor (Commercial Space)
KCINO MARKETING,Banaybanay,Retail Stores,Vehicle and Parts Supplies
CTZ LUMBER AND HARDWARE,Banlic,Retail Stores,Hardware and Construction Supplies
"LETTERED L FOOD SERVICES, INC.",Niugan,Food Services,Canteen
MEDIA CONSTRUCTION & DEVELOPMENT CORP.,Pulo,Construction and Real Estate,Construction Services
REYMAR INDUSTRIAL SERVICES,Banaybanay,Manufacturing and Production,Fabrication Services
MRZ TRANSPO INC.,Pulo,Transportation and Logistics,Shuttle Services / Transport Services
MRTC TRUCKING SERVICES CORPORATION,Niugan,Transportation and Logistics,Hauling Services
BERNATECH PRECISION TOOLINGS AND INDUSTRIAL SERVICES,Banlic,Manufacturing and Production,Fabrication Services
MOTORCENTRAL SALES CORPORATION-BRANCH,Sala,Automotive Services,Motorcycle Dealer
"M.P. KAGAOAN ENTERPRISES, INC.",Pulo,Transportation and Logistics,Trucking / Transport Services
MARISSA HERMOSADO ENTERPRISES,Niugan,Professional Services,Contracting and Manpower Services
ESPIE JHOAWEL ENTERPRISE,Poblacion Uno,Professional Services,Contracting and Manpower Services
CCM TRADING,Butong,Retail Stores,Hardware and Construction Supplies
IMR ISMARO FOODS CORP. (MANG INASAL),Poblacion Dos,Food Services,Restaurant
GF2 CONSTRUCTION,Niugan,Construction and Real Estate,Contractor
"MINAMI MACHINERIES AND EQUIPMENT, INC.",Banaybanay,Wholesale and Distribution,Non Essential
R AND M ELECTRICAL SERVICES,Gulod,Professional Services,Contracting and Manpower Services
MARC AND JENSSEN INDUSTRIAL CORPORATION,Mamatid,Professional Services,Contracting and Manpower Services
CRITOMO PRECISION AND INDUSTRIAL SERVICES,Mamatid,Manufacturing and Production,Fabrication Services
MEGATECH RESOURCES CORPORATION,Niugan,Manufacturing and Production,Contractor and Service Manufacturing
MOTORCENTRAL NCR CORPORATION,Pulo,Automotive Services,Motorcycle Dealer
RS MARASIGAN ENTERPRISES,Sala,Construction and Real Estate,Service Contractor
MAXIMUS PRIME LOGISTIC SERVICES INC.,Pulo,Transportation and Logistics,Logistics Services
MARCO LORENZO HARDWARE & CONSTRUCTION SUPPLY,Mamatid,Retail Stores,Hardware and Construction Supplies
LARRYEMM ENTERPRISES ( SEVEN ELEVEN ),Poblacion Dos,Retail Stores,Convenience Stores
NICOLEX DEVELOPMENT CORPORATION,Bigaa,Construction and Real Estate,Realty
TRUCKLANE MOVING SERVICES,Banaybanay,Transportation and Logistics,Hauling Services
HOME RISER BUILDING SOLUTION,Banlic,Retail Stores,Hardware and Construction Supplies
"NEGROS WOMEN FOR TOMORROW FOUNDATION, INC. (a Microfinance NGO)",Banlic,Finance and Insurance,Financing Institutions
NEBECOR CORPORATION,Pulo,Transportation and Logistics,Trucking / Transport Services
GABRIEL WATER WORKS SERVICES (GWWS) CORP.,San Isidro,Retail Stores,Water Supply
OIL RIDGE INC.,Banaybanay,Automotive Services,Specialized Automotive Services
OFFICE BASICS CORPORATION,Sala,Retail Stores,School and Office Supplies
TO HAUL LOGISTICS CORPORATION,Pulo,Transportation and Logistics,Trucking / Transport Services
GPRO ENTERPRISE AND ENGINEERING SERVICES,Mamatid,Professional Services,Contracting and Manpower Services
OHGITANI METAL INC.,Diezmo,Manufacturing and Production,PEZA Registered Business
SUEDA HAULING CO.,Sala,Transportation and Logistics,Hauling Services
MARY CHECK TRADING,Banlic,Wholesale and Distribution,Junk Shops
"RURAL BANK OF CANLUBANG PLANTERS, INC. (PLANBANK)",Pulo,Finance and Insurance,Banks
CEBUANA LHUILLIER PAWNSHOP - CABUYAO BRANCH,Poblacion Uno,Finance and Insurance,Pawnshop & Financial Services
PAATRONIX TECHNOLOGY CORP.,Banaybanay,Retail Stores,Electronics and Gadgets
"PACIFICA AGRIVET SUPPLIES, INC.",Banlic,Retail Stores,General Merchandise
CEBUANA LHUILLIER PAWNSHOP - CABUYAO - KATAPATAN BRANCH,Banaybanay,Finance and Insurance,Pawnshop & Financial Services
PHILIPPINE SEVEN CORPORATION ( SAN ISIDRO ),San Isidro,Retail Stores,Convenience Stores
"PANDAYAN BOOKSHOP, INC.",Pulo,Retail Stores,School and Office Supplies
PHILIPPINE SAVINGS BANK,Poblacion Dos,Finance and Insurance,Banks
PHILIPPINE SEVEN CORPORATION (BACLARAN),Baclaran,Retail Stores,Convenience Stores
PHILIPPINE NATIONAL BANK,Pulo,Finance and Insurance,Banks
"PRIME METROESTATE, INC.",Poblacion Dos,Construction and Real Estate,Lessor (Commercial Space)
PHILIPPINE SEVEN CORPORATION ( 7 - ELEVEN ),Butong,Retail Stores,Convenience Stores
PHILIPPINE SEVEN CORPORATION,Marinig,Retail Stores,Convenience Stores
PHILIPPINE SEVEN CORPORATION,Banlic,Retail Stores,Convenience Stores
PANGGA MARKETING & TRADER CORPORATION,Pulo,Transportation and Logistics,Hauling Services
PH GLOBAL JET EXPRESS INC.,Poblacion Tres,Transportation and Logistics,Common Courier
RDC CONSTRUCTION & DEV`T. CORP.,Sala,Construction and Real Estate,Construction Services
RIZAL COMMERCIAL BANKING CORP. (RCBC)- SCIENCE PARK BR.,Diezmo,Finance and Insurance,Banks
"ROYAL 168 SERVICES, INC.",Pulo,Professional Services,Contracting and Manpower Services
"SOUTH STAR DRUG, INC.",Poblacion Dos,Healthcare Services,Pharmacies
"REJAN TECHNOLOGY, INCORPORATED",Pulo,Manufacturing and Production,Contractor and Service Manufacturing
DBR HUMAN RESOURCE AND SERVICES,Pulo,Professional Services,Contracting and Manpower Services
RUDANEL LAND INCORPORATED,Banaybanay,Construction and Real Estate,Lessor (Commercial Space)
"LAGUNA LRCI - LUZON RAM CYCLES, INC.",Niugan,Automotive Services,Motorcycle Dealer
R.B. NERY BUILDERS CORP.,Banaybanay,Construction and Real Estate,Lessor (Commercial Space)
S-9 CONSTRUCTION SUPPLIES,Niugan,Retail Stores,Hardware and Construction Supplies
LUCKY HEART GROCERY,Mamatid,Retail Stores,General Merchandise
BALIWAG LECHON MANOK,Poblacion Dos,Retail Stores,Food and Beverage
SOUTH EMERALD DISTRIBUITION INC. ( BANLIC BRANCH ),Banlic,Retail Stores,Grocery and Supermarkets
"SCOPEWORKS ASIA, INC",Diezmo,IT and Digital Services,Customer Support & BPO Service
TWIS TRADING,Sala,Retail Stores,General Merchandise
SPEEDSONIC INC.,Poblacion Tres,Automotive Services,Motorcycle Dealer
"SANTA ANA PROPERTIES, INCORPORATED",Diezmo,Construction and Real Estate,Lessor (Excluding Subd. Operators/Lessors)
S.B. HAIN ENTERPRISES & GENERAL SERVICES INC.,Niugan,Transportation and Logistics,Hauling Services
TWINS GROCERY,San Isidro,Retail Stores,Grocery and Supermarkets
ZHEN SHERWIN MEMORIAL CHAPEL,Pulo,Personal and Household Services,Funeral Services
